newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_17,3,Du 16 janvier.,BERDIANSKA,7 novembre,,bk,gree,NEOS-KIMON,de 342 tx,carloucas,avec 570 tx blé,p. M. Vagliano,nav. au capitaine,,"BERDIANSKA, 7 novembre: Constantinople, 19 novembre, bk gree NEOS-KIMON, de 342 tx, e. Carloucas, avec 570 tx blé p. M. Vagliano; nav. au capitaine"
MAR_SM,1895_1_17,3,Du 16 janvier.,BONE,12 janvier,"Philippeville, 13; Cette, 16 janvier",vap,fr,FELIX-TOUACHE,de 764 tx,c. Lachaud,avee 700 tx div,pour divers,Cie Mixte,5 passagers.,"BONE, 12 janvier: Philippeville, 13; Cette, 16 janvier: vap. fr. FELIX-TOUACHE, de 764 tx. c. Lachaud, avee 700 tx div. pour divers; Cie Mixte : 5 passagers."
MAR_SM,1895_1_17,3,Du 16 janvier.,LA CIOTAT,15 janv.,,vap.,fr.,SENEGAL,de 1900 tx,e. Negre,sur lest,,Messageries Maritimes,,"LA CIOTAT, 15 janv., vap. fr. SENEGAL, 1900 tx, e. Negre, sur lest Messageries Maritimes."
MAR_SM,1895_1_17,3,Du 16 janvier.,MALTE,8 janv.,"Tripoli, 9. Djerbah, 10: Gabès, 10; Stax, 11; Mehdia, 12: Sousse, 13; Tanis, 14",vap,fr,VILLE-D'ORAN,808 tx,e. Bouchet,avec 780 tx div.,p. divers,Compagnie Transatlantique,"45 passagers, dont 5 militaires.","MALTE, 8 janv.: Tripoli, 9. Djerbah, 10: Gabès, 10; Stax, 11; Mehdia, 12: Sousse, 13; Tanis, 14, vap. fr. VILLE-D'ORAN, 808 tx, e. Bouchet, avec 780 tx div. p. divers; Compagnie Transatlantique; 45 passagers, dont 5 militaires."
MAR_SM,1895_1_17,3,Du 16 janvier.,NOVOROSSISK,24 décembre,"Trébizonde, 25: Samsoun, 27; Constantinople. 31 décembre; Dardanelles, 1er janvier: Le Pirée, 11 janvier",vap,gr,ATHINAI,de 1.590 tx,e. Sgourdeos,avec 1.800 tx div.,p. div.,Cle Panhellénique,4 passagers.,"NOVOROSSISK, 24 décembre: Trébizonde, 25: Samsoun, 27; Constantinople. 31 décembre; Dardanelles, 1er janvier: Le Pirée, 11 janvier, vap. gr. ATHINAI, de 1.590 tx, e. Sgourdeos. avec 1.800 tx div. p. div.; Cle Panhellénique; 4 passagers."
MAR_SM,1895_1_17,3,Du 16 janvier.,ODESSA,4 janv.,,vap,aut,ELENA COSULICH,672 tx,e. Scopinich,avec 1600 tx blé,à ordre,"le nav, à M. Saunler",,"ODESSA, 4 janv.: Cavack, 6, vap. aut. ELENA COSULICH, 672 tx, e. Scopinich, avec 1600 tx blé, à ordre; le nav, à M. Saunler."
MAR_SM,1895_1_17,3,Du 16 janvier.,ODESSA,6 janv.,,vap,ang,SILVERTON,1723 tx,Care,avee 3650 tx céréales,p. M. Henderson,,,"ODESSA, 6 janv.; (avack, 8, vap. ang. SILVERTON, 1723 tx, e. Care, avee 3650 tx céréales à ordre; p. M. Henderson."
MAR_SM,1895_1_17,3,Du 16 janvier.,SAINT-LOUIS-DU-RHONE,16 janvier,,vap,ang,TITIAN,de 810 tx,e. Swift,sur lest,,navire à MM. Watson et Parker,,"SAINT-LOUIS-DU-RHONE, 16 janvier, vap. ang. TITIAN, de 810 tx, e. Swift, sur lest; navire à MM. Watson et Parker."
MAR_SM,1895_1_17,3,Du 16 janvier.,SEVILLE,1er janv.,"Huelva, 3; Cadix, 4; Algésiras, Malaga, 5: Almérie, 6; Carthagène, 7; Alicante, 8: Valence, 9: Barcelone. 11: San-Felieu, Palamos, 12; Cette, 15",vap,esp,TORRE-DEL- ORO,819 tx,e. Heredia,"avec 120 div. p, divers",,le nav. à M. Hains.,,"SEVILLE, 1er janv.: Huelva, 3; Cadix, 4; Algésiras, Malaga, 5: Almérie, 6; Carthagène, 7; Alicante, 8: Valence, 9: Barcelone. 11: San-Felieu, Palamos, 12; Cette, 15, vap. esp. TORRE-DEL- ORO, 819 tx, e. Heredia, avec 120 div. p, divers; le nav. à M. Hains."
MAR_SM,1895_1_18,3,Du 17 janvier.,ALEXANDRIE,6 janv.,"Naples, 14",vap,ang,MOSSER,"1,302 tx",e. Peaman,"avee 2,500 tx gr. coton et divers",à ordre,nav. à M. Frisch,,"ALEXANDRIE, 6 janv.; Naples, 14, vap. ang. MOSSER, 1,302 tx, e. Peaman, avee 2,500 tx gr. coton et divers à ordre; nav. à M. Frisch."
MAR_SM,1895_1_18,3,Du 17 janvier.,ALGER,15 janv.,,vap,fr,VERCINGETORIX,"1,346 tx",c. Abeitle,sur lest,,nav. à MM. Caillol et Saintpierre,,"ALGER, 15 janv., vap. fr. VERCINGETORIX, 1,346 tx, c. Abeitle, sur lest; nav. à MM. Caillol et Saintpierre."
MAR_SM,1895_1_18,3,Du 17 janvier.,:null,:null,,vap.,fr.,AUVERGNE,906 tx,c. Langrais,"avec 292 tx divers, 76 moutons, 25 boeufs",p. divers,Société Générale,15 passagers,"ALGER, 15 janv., vap. fr. AUVERGNE, 906 tx, c. Langrais, avec 292 tx divers, 76 moutons, 25 boeufs p. divers; Société Générale. 15 passagers."
MAR_SM,1895_1_18,3,Du 17 janvier.,BATAVIA,19 déc.,"Colombo, 26; Périm, 4 janvier; Suez, 9; Port-Said, 10",vap.,holl.,SOERABAYA,1.450 tx,e. Vandervalk,"avee 2,500 tx div",pour transit,nav. à MM. Ruys et Cie,"37 passagers, dont 33 militaires.","BATAVIA, 19 déc.; Colombo, 26; Périm, 4 janvier; Suez, 9; Port-Said, 10, vap. holl. SOERABAYA, 1.450 tx, e. Vandervalk, avee 2,500 tx div pour transit nav. à MM. Ruys et Cie. 37 passagers, dont 33 militaires."
MAR_SM,1895_1_18,3,Du 17 janvier.,BERDIANSKA,22 oct.,"Constantinople, 16 nov.; Malte, 9 déc.",br,,FRONIA COUPPA,422 tx,e. Frangopoulos,avec 800 tx blé,p. M. N. Couppa,nav. au capitaine,,"BERDIANSKA, 22 oct.: Constantinople, 16 nov.: Malte, 9 déc.; br. gr. FRONIA COUPPA, 422 tx, e. Frangopoulos, avec 800 tx blé p. M. N. Couppa; nav. au capitaine."
MAR_SM,1895_1_18,3,Du 17 janvier.,: BON,15 janv.,,vap.,fr.,AFRIQUE,de 631 tx,call- lol,avec 348 tx div.,p. divers,Cie Transatlanti- que.,"51 passagers, dont 16 militaires.","BONE, 15 janv., vap. fr. AFRIQUE, 631 tx, e. Call- lol, avec 348 tx div. p. divers: Cie Transatlanti- que. 51 passagers, dont 16 militaires."
MAR_SM,1895_1_18,3,Du 17 janvier.,FIUME,1er janv.,"Trieste, 3: Bari, 5: Catane, 7: Reggio 9: Messine, 10; Naples, 12; Genes, 14; Port-Maurice, 16",vap,,ADRIA,de 707 tx,c. Rumatz,avec 120 tx div.,p. divers,"nav, à M. Ph. Perrella",8 passagers.,"FIUME, 1er janv.: Trieste, 3: Bari, 5: Catane, 7: Reggio 9: Messine, 10; Naples, 12; Genes, 14; Port-Maurice, 16, vap. aut. ADRIA, 707 tx, c. Rumatz, avec 120 tx div. p. divers; nav, à M. Ph. Perrella. 8 passagers."
MAR_SM,1895_1_18,3,Du 17 janvier.,JAFFA,3 janv.,"Alexandrie, 9; Malte, 13",vap,fr,NOTRE-DAME-DE-SALUT,de 1576 tx,e. Pillard,avee 1000 tx div.,p. divers,nav. à M. Letocart,,"JAFFA. 3 janv.: Alexandrie, 9; Malte, 13, vap. fr. NOTRE-DAME-DE-SALUT, 1576 tx. e. Pillard, avee 1000 tx div. p. divers; nav. à M. Letocart."
MAR_SM,1895_1_18,3,Du 17 janvier.,MANILLE,30 nov.,"Colombo, 17 dée: Suez, 5 janvier: Port-Said, 6",vap,ang,LANGOE,"1,493 tx",e. Milne,avee 2.300 tx coprahs,à ordre,nav. à MM. Watson et Parker,,"MANILLE, 30 nov.: Colombo, 17 dée: Suez, 5 jan- vier: Port-Said, 6, vap. ang. LANGOE, 1,493 tx. e. Milne, avee 2.300 tx coprahs à ordre; nav. à MM. Watson et Parker."
MAR_SM,1895_1_18,3,Du 17 janvier.,MERSINA,17 oct,"Cagliari, 24 nov.",br.-goél.,gr.,DIO-FILI,221 tx,e. Scandalis,avec 303 tx avoine,pour M. Daras,nav. au capitaine,,"MERSINA, 17 oct; Cagliari, 24 nov., br.-goél. gr. DIO-FILI, 221 tx, e. Scandalis, avec 303 tx avoine pour M. Daras; nav. au capitaine."
MAR_SM,1895_1_18,3,Du 17 janvier.,NICE,16 janv.,,vap,fr,MARIUS,", 253 tx",e. Vacca,avec 400 tx ciment et chaux,à ordre,aav.sa M. Artaud,,"NICE, 16 janv.. vap. fr. MARIUS, 253 tx, e. Vacca, avec 400 tx ciment et chaux à ordre; aav.sa M. Artaud."
MAR_SM,1895_1_18,3,Du 17 janvier.,NICOLAIEFP,ter janv.,"Cavack, 8; Dardanelles, 9",vap,ang,LASCAR,"de 1,101 tx",c. Nutman,avec 2.200 tx blé et divers,p. divers,nav. à MM. Watson et Parker,,"NICOLAIEFP,ter janv.: Cavack, 8; Dardanelles, 9, vap.ang. LASCAR, 1,101 tx,c. Nutman, avec 2.200 tx blé et divers p. divers; nav. à MM. Watson et Parker."
MAR_SM,1895_1_18,3,Du 17 janvier.,ORAN,13 janv.,"Port-Vendres, 14: Cette, 15",vap.,fr,EMIR,778 tx,e. Altery,avec 500 ix div.,p. divers,Cie Mixte,3 passagers.,"ORAN, 13 janv.; Port-Vendres, 14: Cette, 15, vap. fr EMIR, 778 tx, e. Altery, avec 500 ix div. p. divers: Cie Mixte. 3 passagers."
MAR_SM,1895_1_18,3,Du 17 janvier.,PORT-OF-SPAIN,2 oct.,,br,It,ROSINA M.,297 tx,c. Cacintolo,avec 350 tx asphalte,ordre,nav. au capitaine,Détroit 8 courant,"PORT-OF-SPAIN (Triuldad), 2 oct., br. It. ROSINA M.. 297 tx, c. Cacintolo, avec 350 tx asphalte à ordre; nav. au capitaine. Détroit 8 courant."
MAR_SM,1895_1_18,3,Du 17 janvier.,PROPRIANO,14 janv,"Ajaccio, 16",vap,fr,TAU- RUS,"1,029 tx",e. Loubatière,avec 80 tx div.,pour divers,Cle Fraissinet,48 passagers.,"PROPRIANO, 14 janv; Ajaccio, 16, vap. fr. TAU- RUS, 1,029 tx, e. Loubatière, avec 80 tx div. pour divers: Cle Fraissinet. 48 passagers."
MAR_SM,1895_1_18,3,Du 17 janvier.,SAMOS,3 janv.,,vap,it,MILANO,594 tx,e. Questo,avec 320 tx vin,à ordre,nav. au capi- taine,,"SAMOS, 3 janv.; Cette. 6, vap. it. MILANO, 594 tx, e. Questo, avec 320 tx vin à ordre; nav. au capi- taine."
MAR_SM,1895_1_18,3,Du 17 janvier.,SEVILLE,30 déc.,"Cadix, 1er janv; Algésiras, ter Malaga, 2: Almerie, 3: Carthagène, 4: Alicante, 5; Valence, 7: Barcelone, 11 Palamos, 11; Cette, 16",vap.,esp.,MANUEL-ESPALIU,681 tx,c. Mer- cenario,avec 685 tx div.,p. divers,nav. à M. Vidal et Cie,4 passagers.,"SEVILLE, 30 déc.; Cadix, 1er janv; Algésiras, ter Malaga, 2: Almerie, 3: Carthagène, 4: Alicante, 5; Valence, 7: Barcelone, 11 Palamos, 11; Cette, 16, vap. esp. MANUEL-ESPALIU, 681 tx, c. Mer- cenario, avec 685 tx div. p. divers; nav. à M. Vidal et Cie 4 passagers."
MAR_SM,1895_1_18,3,Du 17 janvier.,VALENCE,12 janv,"Cette, 16",vap,esp,JATIVA,793 tx,c. Marti,avec 100 tx div,p. divers,nav. à MM. Artaud frères,,"VALENCE, 12 janv.: Cette, 16, vap. esp. JATIVA, 793 tx, c. Marti, avec 100 tx div. p. divers; nav. à MM. Artaud frères."
MAR_SM,1895_1_19,3,Du 18 janvier.,ALEXANDRIE,22 déc.,"Jaffa, 24 Acre, 26; Beyrouth, 31: Tripoli, ter ianv.: Alexandrie, 6, Barcelone, 16",vap,fr,DRUENTIA,648 tx,e. Boulle,avec 800 fx div,p. divers,Cyp. Fabre,,"ALEXANDRIE, 22 déc.; Jaffa, 24 Acre, 26; Beyrouth, 31: Tripoli, ter ianv.: Alexandrie, 6, Barcelone, 16, vap. fr. DRUENTIA, 648 tx. e. Boulle, avec 800 fx div p. divers; Cyp. Fabre."
MAR_SM,1895_1_19,3,Du 18 janvier.,ALGER,17 iany.,,vap.,fr.,MARECHAL-BUGEAUD,de 679 tx,e. Thuillier,avec 240 tx div.,p. divers,Cie Transatlantique,"64 passagers, dont 15 militaires,","ALGER, 17 iany.. vap. fr. MARECHAL-BUGEAUD, 679 tx, e. Thuillier, avec 240 tx div. p. divers; Cie Transatlantique. 64 passagers, dont 15 militaires,"
MAR_SM,1895_1_19,3,Du 18 janvier.,ALGER,11 janv.,"Bougie, 12: Djidjelli, 12; Philippeville, 13; Bone, 13: La Calle, 14; Tabarka, 15 Bizerte, 15: Tunis, 16.",vap.,Ir.,AJACCIO,de 638 tx,e. Franceschi,de 428 tx divers,divers,Cie Transatlantique,14 passagers doat 6 militaires.,"ALGER, 11 janv.: Bougie, 12: Djidjelli, 12; Philippeville, 13; Bone, 13: La Calle, 14; Tabarka, 15 Bizerte, 15: Tunis, 16. vap. Ir. AJACCIO, de 638 tx, e. Franceschi, 428 tx divers p. divers; Cie Transatlantique. 14 passagers doat 6 militaires."
MAR_SM,1895_1_19,3,Du 18 janvier.,ARZEW,14 janv.,"Mostaganem, 14; Oran, 14: Carthagène, 15; Port-Vendres, 17; Cette, 18",vap,fr,ISAAC-PEREIRE,de 767 tx,c. Marinetti,avec 280 tx div.,p. divers,Cie Transatlantique.,4 passagers. taires.,"ARZEW, 14 janv.; Mostaganem, 14; Oran, 14: Carthagène, 15; Port-Vendres, 17; Cette, 18 vap. fr. ISAAC-PEREIRE, 767 tx, c. Marinetti, avec 280 tx div. p. divers; Cie Transatlantique. 4 passagers. taires."
MAR_SM,1895_1_19,3,Du 18 janvier.,CETTE,18 janv.,,yacht,fr,SANTANNA,119 Lx,c. Paré,sur lest,,nav. à M Prat,1 passager,"CETTE, 18 janv., yacht fr. SANTANNA, 119 Lx, c. Paré, sur lest; nav. à M Prat. 1 passager."
MAR_SM,1895_1_19,3,Du 18 janvier.,CETTE,18 janv.,,vap,fr,LOUIS C.,88 tx,e Azibert,avec 120 tx div.,p. divers,Cle Castaldi,,"CETTE, 18 janv., vap. fr. LOUIS C., 88 tx, e Azibert, avec 120 tx div. p. divers; Cle Castaldi."
MAR_SM,1895_1_19,3,Du 18 janvier.,GIRGENTI,13 janv.,,vap,norv,ANSGARIUS,318 tx,e. Haane,avec 680 tx soufre,à ordre,nav. & M. Base,,"GIRGENTI, 13 janv., vap. norv. ANSGARIUS, 318 tx, e. Haane, avec 680 tx soufre à ordre; nav. & M. Base."
MAR_SM,1895_1_19,3,Du 18 janvier.,KOTONOW,27 dée.,"Sierra-Leon, 4 janv Las Palmas, 7",vap,fr,KABYLE,de 784 tx,e. Brun,1200 1x palmistes et divers,Cle Touache,,Passé le détroit le 12 janvier.,"KOTONOW, 27 dée.: Sierra-Leon, 4 janv Las Palmas, 7, vap. fr. KABYLE. de 784 tx, e. Brun, 1200 1x palmistes et divers; Cle Touache. Passé le détroit le 12 janvier."
MAR_SM,1895_1_19,3,Du 18 janvier.,LA CIOTAT,18 janv.,,torp,fr,N. 97,,e. Noël,sur lest,,nav a l'Etat,,"LA CIOTAT, 18 janv., torp. fr. N. 97. e. Noël, sur lest: nav a l'Etat."
MAR_SM,1895_1_19,3,Du 18 janvier.,LA CIOTAT,18 janvier,,torp,fr,N. 101,,e. Preabet,sur lest,,nav. à l'Etat,,"LA CIOTAT, 18 janvier, torp. fr. N. 101, e. Preabet, sur lest: nav. à l'Etat."
MAR_SM,1895_1_19,3,Du 18 janvier.,LA CIOTAT,18 janv.,,torp,fr,n. 124,,n. Amioi,sur lest,,"nav, à l'Etat",,"LA CIOTAT. 18 janv., torp. fr. n. 124, n. Amioi, sur lest; nav, à l'Etat."
MAR_SM,1895_1_19,3,Du 18 janvier.,LA CIOTAT,18 janv.,,torp,fr,N. 168.,,e. Campardon,sur lest,,nav. a l'Etat,,"LA CIOTAT, 18 janv., torp. fr. N. 168. e. Campardon, sur lest; nav. a l'Etat."
MAR_SM,1895_1_19,3,Du 18 janvier.,:LA CIOTAT,18 janv.,,torp.,,N. 103,,e. Pitte,sur lest,,nav. à l'Etat,,"LA CIOTAT. 18 janv., torp. Ir. N. 103, e. Pitte, sur lest nav. à l'Etat."
MAR_SM,1895_1_19,3,Du 18 janvier.,LA SEYNE,18 janv.,,vap,fr,TELEMAQUE,de 255 1x,e. Magnique,sur lest,,nav. aux Forges et Chantiers,,"LA SEYNE, 18 janv., vap. fr. TELEMAQUE, de 255 1x, e. Magnique, sur lest; nav. aux Forges et Chantiers."
MAR_SM,1895_1_19,3,Du 18 janvier.,LIVOURNE,16 janv.,"Bastia, 17",vap,ir,VILLE-DE-BASTIA,de 378 tx,cap. Alessandrini,164 tx divers p. divers,Gie Fraiasinet,,83 passagers dont 10 militaires,"LIVOURNE, 16 janv.; Bastia, 17, vap. Ir. VILLE-DE-BASTIA, de 378 tx, cap. Alessandrini, 164 tx divers p. divers: Gie Fraiasinet. 83 passagers dont 10 militaires."
MAR_SM,1895_1_19,3,Du 18 janvier.,NICE,13 janv.,"Menton, 17",vap,fr,PYTHEAS,238 tx,e. Rocca,avec 100 tx div.,p. divers,nav. à M. Castaldi,,"NICE, 13 janv.; Menton, 17, vap. fr. PYTHEAS, 238 tx, e. Rocca, avec 100 tx div. p. divers; nav. à M. Castaldi."
MAR_SM,1895_1_19,3,Du 18 janvier.,ORAN,15 janv.,,vap,fr,LORRAINE,514 tx,e. Alberti,"avec 217 tx divers, 161 pores p. divers",Société Générale,,11 passagers,"ORAN, 15 janv., vap. fr. LORRAINE, 514 tx, e. Alberti, avec 217 tx divers, 161 pores p. divers; Société Générale. 11 passagers"
MAR_SM,1895_1_19,3,Du 18 janvier.,ORAN,16 janv.,,vap,,VILLE-DE-NAPLES,de 830 tx,e. Lefrane,324 tx divers,p. divers,Cle Transatlantique,55 passagers dont 29 militaires.,"ORAN, 16 janv., vap. tr. VILLE-DE-NAPLES, de 830 tx, e. Lefrane, 324 tx divers p. divers; Cle Transatlantique. 55 passagers dont 29 militaires."
MAR_SM,1895_1_19,3,Du 18 janvier.,PIREE,26 dée,"Salonique, 28; Smyrne, 29: Santos, 31: Mersins, 4 janv.: Alexandrie, 5; Lattaquié, 6: Tripoli. 6: Larnaca, 7; Beyrouth, 8; Jaffa, 9; Port Said, 10: Alexandrie, 13",vap,fr,DJEMNAH,1964 tx,e Bretel,avec 1290 tx div,P. divers,sav. aux Messageries Maritimes,192 passagers,"PIREE, 26 dée; Salonique, 28; Smyrne, 29: Santos, 31: Mersins, 4 janv.: Alexandrie, 5; Lattaquié, 6: Tripoli. 6: Larnaca, 7; Beyrouth, 8; Jaffa, 9; Port Said, 10: Alexandrie, 13, vap. fr. DJEMNAH, 1964 tx, e Bretel, avec 1290 tx div. P. divers; sav. aux Messageries Maritimes. 192 passagers"
MAR_SM,1895_1_19,3,Du 18 janvier.,PORT-DA-BOUG,17 janv.,,br,fr,SAINT-JEAN,24 tx,e. Bory,avec 30 tx morues,p. la Sécherie de Port-de-Boue,,,"PORT-DA-BOUG, 17 janv., br. fr. SAINT-JEAN, 24 tx, e. Bory, avec 30 tx morues p. la Sécherie de Port-de-Boue."
MAR_SM,1895_1_19,3,Du 18 janvier.,PORT-DE-BOUG,17 janv.,,catt.,fr.,JEUNE-AUGUSTINE,24 tx,e. Queirel,avec 20 tx morues,,nav. à la Sécherie de Port-de-Bouc,,"PORT-DE-BOUG, 17 janv., catt. fr. JEUNE-AUGUSTINE, 24 tx, e. Queirel, avec 20 tx morues à bord nav. à la Sécherie de Port-de-Bouc."
MAR_SM,1895_1_19,3,Du 18 janvier.,SOLLER,janv.,,bal,esp,VIRGEN DOLOROSA,51 tx,Soelas,"avec 200,000 oranges",p. M. Estadas,"nav, au capitalne",,"SOLLER, janv., bal. esp. VIRGEN DOLOROSA, 51 tx, e. Soelas, avec 200,000 oranges p. M. Estadas nav, au capitalne."
MAR_SM,1895_1_19,3,Du 18 janvier.,SOLLER,7 janv.,,bal,esp,HUMILDE,de 53 tx,cap. Casanova,"250,000 oranges",p. M. Esmdas,nav. au capitaine,,"SOLLER, 7 janv., bal. esp. HUMILDE, de 53 tx, cap. Casanova, 250,000 oranges p. M. Esmdas; nav. au capitaine."
MAR_SM,1895_1_19,3,Du 18 janvier.,TOCLON,18 janv.,,ch,fr,COKE,133 tx,e. Azibert,avec 60 tx divers,p. M. Talon,ainsi que le navire,,"TOCLON, 18 janv.. ch. fr. COKE. 133 tx, e. Azibert, avec 60 tx divers p. M. Talon, ainsi que le navire."
MAR_SM,1895_1_20,3,,AJACCIO,20 dée.,"Port-Cros, 17 janv.; CARTHAGENE, 9 janv.; La Nouvelle, 15",br,fr,AS- SOMPTION,84 tx,c. Vergnaud,avec 110 tx charbon de bois a ordre,,nav. au capitaine,"tart it. NUOVA-LILIA, 90 1x, c. Martinelli, avec 150 x minerai de fer, à ordre; nav, au capitaine.","AJACCIO, 20 dée.; Port-Cros, 17 janv., br. fr. AS- SOMPTION, 84 tx, c. Vergnaud, avec 110 tx charbon de bois a ordre; nav. au capitaine CARTHAGENE, 9 janv.; La Nouvelle, 15, tart it. NUOVA-LILIA, 90 1x, c. Martinelli, avec 150 x minerai de fer, à ordre; nav, au capitaine."
MAR_SM,1895_1_20,3,,PILIME,25 dée.,"Trieste, 27; Molletta, 29; Barl, ter janv. Monopoll, 1er; Riposto,, Catane, 4; Messine, 5; Palerme, 7; Naples, 10; Gears, 14, Nice, 18",st. aut.,,TIBOR,767 tx,e. Rukavina,avec 140 tx div.,p. divers,nav. à M. Pt. Pérel- la,5 passagers.,"PIUME, 25 dée.; Trieste, 27: Molletta, 29; Barl, ter janv. Monopoll, 1er: Riposto,, Catane, 4; Messine, 5; Palerme, 7: Naples, 10; Gears, 14, Nice, 18, st. aut. TIBOR, 767 tx, e. Rukavina, avec 140 tx div. p. divers; nav. à M. Pt. Pérel- la: 5 passagers."
MAR_SM,1895_1_20,3,,GALATZ,24 dhe.,"Salina, 28; Cavack, 39: Naples, 3 janv.; Gênes, 17",vap,aut,SAN-ROCCO,1207 tx,c. Scopinich,avec 1600 tx biè et divers,p. divers,nav. à M. Saunier,,"GALATZ, 24 dhe.; Salina, 28; Cavack, 39: Naples, 3 janv.; Gênes, 17, vap. aut. SAN-ROCCO, 1207 tx, c. Scopinich, avec 1600 tx biè et divers, p. divers; nav. à M. Saunier."
MAR_SM,1895_1_20,3,,ILE ROUSSE,17 janv.,"Calvi, 17",vap,fr.,MARIE- LOUISE,368 tx,e. Arnaud,avec 23 tx div.,p. di- vers.,Cie Praissinet,13 passagers.,"ILE ROUSSE, 17 janv.; Calvi, 17, vap. fr. MARIE- LOUISE, 368 tx, e. Arnaud, avec 23 tx div. p. di- vers. Cie Praissinet, 13 passagers."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,b,fr,VINCENT,24 tx,e. Simon,avee 30 tx pavés,p. M. Barthélemy,nav. au capitaine,,"LA CIOTAT, 19 janv., b. fr. VINCENT, 24 tx, e. Simon, avee 30 tx pavés, p. M. Barthélemy; nav. au capitaine,"
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,b. fr.,,ANTOINETTE,24 tx.,e. Baille,avec 50 tx pavès,p. M. David,nav. au capitaine,,"LA CIOTAT, 19 janv., b. fr. ANTOINETTE, 24 tx. e. Baille, avec 50 tx pavès, p. M. David; nav. au capitaine"
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,b,fr,CHARLES-ANAIS,24 tx,e. Simon,avee 50 tx pavés,p. M. Mina,nav. au capitaice,,"LA CIOTAT, 19 janv., b. fr. CHARLES-ANAIS, 24 tx, e. Simon, avee 50 tx pavés, p. M. Mina; nav. au capitaice."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,br,fr,GRAND-SAINT-NA- ZAIRE,de 42 ix,e. Nieolas,avec 85 tx pavés,p. M. David,"nav, au capitaine",,"LA CIOTAT, 19 janv., br. fr. GRAND-SAINT-NA- ZAIRE, 42 ix, e. Nieolas, avec 85 tx pavés p. M. David nav, au capitaine."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,.,,",",", 2-80EUR-CHOUX",c. Jourdan,avec 50 tx pavés,p. M. Pélissol,nav. au capitaine,,"LA CIOTAT. 19 janv., 2-80EUR-CHOUX, 24 tx, c. Jourdan, avec 50 tx pavés p. M. Pélissol; nav. au capitaine."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janx.,,br,fr,FORTUNE,24 tx,e.. Bayle,avec 50 tx pavés,p. M. Mouren,nav. au capitaine,,"LA CIOTAT, 19 janx.. br. fr. FORTUNE, 24 tx, e.. Bayle, avec 50 tx pavés p. M. Mouren; nav. au capitaine."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,br,fr,ESPERANCE,de 24 x,e. Boutin,avec 50 1x pavés,p. M. Mouren,nav. au capitaine,,"LA CIOTAT, 19 janv., br. fr. ESPERANCE, 24 x, e. Boutin, avec 50 1x pavés p. M. Mouren; nav. au capitaine."
MAR_SM,1895_1_20,3,,LA CIUTAT,19 janv.,,br,fr,FAVORITE,24 tx,e. Hugues,avec 50 tx pavés,p. M. Mouren,nav. au capitaine,,"LA CIUTAT, 19 janv., br fr. FAVORITE, 24 tx, e. Hugues, avec 50 tx pavés p. M. Mouren; nav. au capitaine."
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,br,fr,SAINT-JEAN-BAP- TISTE,24 ix,c. Jouvenceau,avec 50 tx pavés,p. M. Mouren,nav. au capitaine,,"LA CIOTAT, 19 janv., br. fr. SAINT-JEAN-BAP- TISTE, 24 ix, c. Jouvenceau, avec 50 tx pavés p. M. Mouren; nav. au capitaine,"
MAR_SM,1895_1_20,3,,LA CIOTAT,19 janv.,,br.,fr.,SAINT-PIERRE,24 tx,e. Esposito,avec 50 tx pavés,p. M. Mouren,nav. au capitaine,,"LA CIOTAT, 19 janv., br. fr. SAINT-PIERRE, 24 tx, e. Esposito, avec 50 tx pavés p. M. Mouren; nav. au capitaine."
MAR_SM,1895_1_20,3,,LA REUNION,28 nov,"Maurice, 5 déc.; Aden, 23; Suez. 1er janv.; Port-Said, 4; Gênes, 18",st,fr,OCEAN,1293 1x,e. Estieone,avee 2600 tx div,p. divers,nav. à M. Balles,4 passagers,"LA REUNION, 28 nov.: Maurice, 5 déc.; Aden, 23; Suez. 1er janv.: Port-Said, 4; Gênes, 18, st. fr. OCEAN, 1293 1x, e. Estieone, avee 2600 tx div. p. divers nav. à M. Balles; 4 passagers."
MAR_SM,1895_1_20,3,,MONTEVIDED,1er nov.,,tr.-m.,it.,NOSTRA MA- DRE,476 tx,e. Palazzo,avec 695 tx os et cen- dres d'os à ordre,,nav. au capitaine,"détroit, 14 janv.: 1 passager.","MONTEVIDED, 1er nov., tr.-m. it. NOSTRA MA- DRE, 476 tx, e. Palazzo, avec 695 tx os et cen- dres d'os à ordre; nav. au capitaine; détroit, 14 janv.: 1 passager."
